EventId;ProcessId;EventType;Severity;EventDescription;KB_URL
RPD_MC_DYN_CFG_SES_ID_ADD_FAIL;LOG_DAEMON;Undefined;2;Failed to add dynamic configuration session id;Undefined
RPD_MC_DYN_CFG_SES_ID_MISMATCH;LOG_DAEMON;Undefined;2;Dynamic configuration instantiation request rejected due to session id mismatch;Undefined
RPD_MC_FWD_CACHE_SUPPRESSED;LOG_DAEMON;Undefined;2;Multicast forwarding cache suppressed as cache limit exceeded;Undefined
RPD_MC_FWD_CACHE_THRESH_BELOW;LOG_DAEMON;Undefined;4;Multicast forwarding cache entries went below warning threshold;Undefined
RPD_MC_FWD_CACHE_THRESH_EXCEED;LOG_DAEMON;Undefined;2;Multicast forwarding cache warning threshold exceeded;Undefined
RPD_MC_FWD_CACHE_UNSUPPRESSED;LOG_DAEMON;Undefined;2;Multicast forwarding cache unsuppressed;Undefined
RPD_MC_LOCAL_DESIGNATED_PE;LOG_DAEMON;Undefined;4;rpd determined local PE as designated forwarder for backup-pe-group.;Undefined
RPD_MC_OIF_REJECT;LOG_DAEMON;Undefined;4;OIF rejected due to lack of bandwidth.;Undefined
RPD_MC_OIF_RE_ADMIT;LOG_DAEMON;Undefined;4;OIF readmitted with newly available bandwidth.;Undefined
RPD_MGMT_TIMEOUT;LOG_DAEMON;Undefined;3;Connection timed out to management process;Undefined
RPD_MIRROR_ERROR;LOG_DAEMON;Undefined;3;rpd could not initialize mirror subsystem;Undefined
RPD_MIRROR_VERSION_MISMATCH;LOG_DAEMON;Undefined;3;Mirror versions were incompatible on Routing Engines;Undefined
RPD_MLD_ACCOUNTING_OFF;LOG_DAEMON;Undefined;4;MLD accounting off;Undefined
RPD_MLD_ACCOUNTING_ON;LOG_DAEMON;Undefined;4;MLD accounting on;Undefined
RPD_MLD_ALL_SUBSCRIBERS_DELETED;LOG_DAEMON;Undefined;4;All MLD subscribers deleted;Undefined
RPD_MLD_CFG_CREATE_ENTRY_FAILED;LOG_DAEMON;Undefined;2;MLD failed to create configuration entry;Undefined
RPD_MLD_CFG_GROUP_OUT_OF_RANGE;LOG_DAEMON;Undefined;2;Configuration object contained a group that is out of range;Undefined
RPD_MLD_CFG_INVALID_VALUE;LOG_DAEMON;Undefined;2;Configuration object contained an invalid value;Undefined
RPD_MLD_CFG_SOURCE_OUT_OF_RANGE;LOG_DAEMON;Undefined;2;Configuration object contained a source that is out of range;Undefined
RPD_MLD_DYN_CFG_ALREADY_BOUND;LOG_DAEMON;Undefined;2;Dynamic configuration session id already bound to an interface;Undefined
RPD_MLD_DYN_CFG_INVALID_STMT;LOG_DAEMON;Undefined;2;Dynamic configuration instantiation request rejected due to invalid statement;Undefined
RPD_MLD_DYN_CFG_SES_ID_ADD_FAIL;LOG_DAEMON;Undefined;2;Failed to add dynamic configuration session id;Undefined
RPD_MLD_DYN_CFG_SES_ID_MISMATCH;LOG_DAEMON;Undefined;2;Dynamic configuration instantiation request rejected due to session id mismatch;Undefined
RPD_MLD_GROUP_LIMIT_EXCEED;LOG_DAEMON;Undefined;3;MLD Groups on given interface exceeded configured limit;Undefined
RPD_MLD_GROUP_THRESHOLD_EXCEED;LOG_DAEMON;Undefined;3;MLD Groups on given interface exceeded configured threshold;Undefined
RPD_MLD_GRP_THRESH_LIMIT_BELOW;LOG_DAEMON;Undefined;3;MLD Groups on given interface below configured limit;Undefined
RPD_MLD_JOIN;LOG_DAEMON;Undefined;4;MLD join event;Undefined
RPD_MLD_LEAVE;LOG_DAEMON;Undefined;4;MLD leave event;Undefined
RPD_MLD_MEMBERSHIP_TIMEOUT;LOG_DAEMON;Undefined;4;MLD group membership timeout event;Undefined
RPD_MLD_ROUTER_VERSION_MISMATCH;LOG_DAEMON;Undefined;3;MLD version check;Undefined
RPD_MODE_SWITCH;LOG_DAEMON;Undefined;4;Switching between 32- and 64-bit modes;Undefined
RPD_MODE_SWITCH_FAIL;LOG_DAEMON;Undefined;2;Could not switch to configured 32-/64-bit mode;Undefined
RPD_MPLS_DYNAMIC_POOL_EXHAUSTED;LOG_DAEMON;Undefined;3;Label allocation failure:Dynamic label pool exhausted;Undefined
RPD_MPLS_INTERFACE_ROUTE_ERROR;LOG_DAEMON;Undefined;4;MPLS table route addition failure;Undefined
RPD_MPLS_LABEL_LIMIT_EXCEEDED;LOG_DAEMON;Undefined;3;Label allocation failure:Label limit exceeded;Undefined
RPD_MPLS_LSP_SWITCH;LOG_DAEMON;Undefined;3;MPLS LSP switched between primary and secondary paths;Undefined
RPD_MPLS_OAM_PING_REPLY_TIMEOUT;LOG_DAEMON;Undefined;2;LSP ping timed out waiting for a reply;Undefined
RPD_MPLS_OAM_READ_ERROR;LOG_DAEMON;Undefined;4;rpd could not read message on pipe from MPLS OAM process;Undefined
RPD_MPLS_OAM_WRITE_ERROR;LOG_DAEMON;Undefined;4;rpd could not write message on pipe to MPLS OAM process;Undefined
RPD_MPLS_PATH_BANDWIDTH_CHANGE;LOG_DAEMON;Undefined;3;MPLS path bandwidth changed;Undefined
RPD_MPLS_PATH_BFD_DOWN;LOG_DAEMON;Undefined;4;BFD session for MPLS path went down;Undefined
RPD_MPLS_PATH_BFD_UP;LOG_DAEMON;Undefined;4;BFD session for MPLS path came up;Undefined
RPD_MPLS_PATH_BW_NOT_AVAILABLE;LOG_DAEMON;Undefined;3;MPLS path could not meet bandwidth requirement;Undefined
RPD_MPLS_PATH_PING_DOWN;LOG_DAEMON;Undefined;4;LSP ping for path failed;Undefined
RPD_MPLS_PATH_UP;LOG_DAEMON;Undefined;3;MPLS path came up;Undefined
RPD_MPLS_REQ_BW_NOT_AVAILABLE;LOG_DAEMON;Undefined;3;RSVP failed to set up path with the requested bandwidth;Undefined
RPD_MPLS_TABLE_ROUTE_ERROR;LOG_DAEMON;Undefined;4;MPLS table route addition failure;Undefined
RPD_MSDP_CFG_SA_LIMITS_CONFLICT;ANY;Undefined;3;MSDP active-source threshold undefined or exceeds maximum;Undefined
RPD_MSDP_CFG_SRC_INVALID;ANY;Undefined;3;MSDP source configuration invalid;Undefined
RPD_MSDP_PEER_DOWN;LOG_DAEMON;Undefined;4;MSDP peer left Established state;Undefined
RPD_MSDP_PEER_UP;LOG_DAEMON;Undefined;4;MSDP peer entered Established state;Undefined
RPD_MSDP_SRC_ACTIVE_OVER_LIMIT;LOG_DAEMON;Undefined;2;Number of source-active messages exceeded limit;Undefined
RPD_MSDP_SRC_ACTIVE_OVER_LOGWARN;LOG_DAEMON;Undefined;2;Number of source-active messages exceeded log-warning;Undefined
RPD_MSDP_SRC_ACTIVE_OVER_THRESH;LOG_DAEMON;Undefined;2;Number of source-active messages exceeded threshold;Undefined
RPD_MSDP_SRC_ACTIVE_UNDER_LIMIT;LOG_DAEMON;Undefined;2;Number of source-active messages no longer exceeded limit;Undefined
RPD_MSDP_SRC_ACTIVE_UNDER_LOGWAR;LOG_DAEMON;Undefined;2;Number of source-active messages exceeded log-warning;Undefined
RPD_MSDP_SRC_ACTIVE_UNDER_THRESH;LOG_DAEMON;Undefined;2;Source-active messages went below threshold;Undefined
RPD_MVPN_CFG_PREFIX_LEN_SHORT;ANY;Undefined;3;Mask length for prefix too short;Undefined
RPD_OSPF_CFGNBR_P2P;LOG_DAEMON;Undefined;3;Neighbor configuration ignored for point-to-point interface;Undefined
RPD_OSPF_IF_COST_CHANGE;LOG_DAEMON;Undefined;4;Cost associated with an OSPF interface changed;Undefined
RPD_OSPF_LDP_SYNC;LOG_DAEMON;Undefined;3;OSPF and LDP lost synchronization;Undefined
RPD_OSPF_LSA_MAXIMUM_EXCEEDED;LOG_DAEMON;Undefined;4;Number of non self-generated LSAs exceeded maximum limit;Undefined
RPD_OSPF_LSA_WARNING_EXCEEDED;LOG_DAEMON;Undefined;4;Number of non self-generated LSAs exceeded warning limit;Undefined
RPD_OSPF_OVERLOAD;LOG_DAEMON;Undefined;3;OSPF topology became overloaded by number of export prefixes;Undefined
RPD_OSPF_TOPO_IF_COST_CHANGE;LOG_DAEMON;Undefined;4;Cost associated with an OSPF topology interface changed;Undefined
RPD_PARSE_BAD_COMMAND;LOG_DAEMON;Undefined;2;Invalid debug shell command specified on the command line;Undefined
RPD_PARSE_BAD_FILE;LOG_DAEMON;Undefined;2;Invalid debug shell command file specified on the command line;Undefined
RPD_PARSE_BAD_LR_NAME;LOG_DAEMON;Undefined;2;Logical system name was too long;Undefined
RPD_PARSE_BAD_OPTION;LOG_DAEMON;Undefined;2;Command line included invalid option;Undefined
RPD_PARSE_CMD_ARG;LOG_DAEMON;Undefined;2;Command line omitted required argument;Undefined
RPD_PARSE_CMD_DUPLICATE;LOG_DAEMON;Undefined;2;Command line included duplicate option;Undefined
RPD_PARSE_CMD_EXTRA;LOG_DAEMON;Undefined;2;Command line included extraneous option;Undefined
RPD_PIM_BSR_DROP_PKT;LOG_DAEMON;Undefined;3;PIM BSR is getting dropped as send queue length is reached its max limits;Undefined
RPD_PIM_BSR_SEND_Q_THRESHOLD;LOG_DAEMON;Undefined;4;PIM BSR send queue length is reaching its max limits;Undefined
RPD_PIM_FOUND_NON_BIDIR_NBR;LOG_DAEMON;Undefined;2;PIM neighbor is not PIM-Bidir capable;Undefined
RPD_PIM_GRP_RP_MAP_LIMIT_BELOW;LOG_DAEMON;Undefined;2;PIM group-rp mapping limit exceeded;Undefined
RPD_PIM_GRP_RP_MAP_LIMIT_EXCEED;LOG_DAEMON;Undefined;2;PIM group-rp mapping limit exceeded;Undefined
RPD_PIM_GRP_RP_MAP_THRES_EXCEED;LOG_DAEMON;Undefined;2;PIM group-rp mapping threshold exceeded;Undefined
RPD_PIM_JP_INFINITE_HOLDTIME;LOG_DAEMON;Undefined;3;PIM J/P msg with holdtime 0xffff received;Undefined
RPD_PIM_NON_BIDIR_RPF;LOG_DAEMON;Undefined;2;PIM Bidir RPF interface is not a PIM-Bidir enabled interface;Undefined
RPD_PIM_REGISTER_LIMIT_BELOW;LOG_DAEMON;Undefined;2;PIM register-count is currently below the limit;Undefined
RPD_PIM_REGISTER_LIMIT_EXCEED;LOG_DAEMON;Undefined;2;PIM register-limit exceeded;Undefined
RPD_PIM_REG_THRESH_EXCEED;LOG_DAEMON;Undefined;2;PIM register-threshold exceeded;Undefined
RPD_PIM_SG_LIMIT_BELOW;LOG_DAEMON;Undefined;2;PIM sg count is currently below the limit;Undefined
RPD_PIM_SG_LIMIT_EXCEED;LOG_DAEMON;Undefined;2;PIM sglimit exceeded;Undefined
RPD_PIM_SG_THRESHOLD_EXCEED;LOG_DAEMON;Undefined;2;PIM sg threshold exceeded;Undefined
RPD_PLCY_CFG_COMMUNITY_FAIL;ANY;Undefined;3;Conflict while parsing bgp community in policy-options;Undefined
RPD_PLCY_CFG_FWDCLASS_OVERRIDDEN;ANY;Undefined;3;Forwarding-class statement superseded while parsing policy-options;Undefined
RPD_PLCY_CFG_IFALL_NOMATCH;ANY;Undefined;3;Interface 'all' statement does not match anything in policy-options;Undefined
RPD_PLCY_CFG_NEIGHBOR_NETMASK;ANY;Undefined;3;Netmask specified with neighbor address;Undefined
RPD_PLCY_CFG_PARSE_GEN_FAIL;ANY;Undefined;3;Conflict seen while parsing policy-options;Undefined
RPD_PLCY_CFG_PREFIX_LEN_SHORT;ANY;Undefined;3;Mask length for prefix too short;Undefined
RPD_PPM_READ_ERROR;LOG_DAEMON;Undefined;4;rpd could not read message on pipe from ppmd;Undefined
RPD_PPM_WRITE_ERROR;LOG_DAEMON;Undefined;2;rpd could not write message on pipe to ppmd;Undefined
RPD_PTHREAD_CREATE;LOG_DAEMON;Undefined;2;Pthread creation failed;Undefined
RPD_RA_CFG_CREATE_ENTRY_FAILED;LOG_DAEMON;Undefined;2;IPv6 RA failed to create configuration entry;Undefined
RPD_RA_CFG_INVALID_VALUE;LOG_DAEMON;Undefined;2;Configuration object contained an invalid value;Undefined
RPD_RA_DYN_CFG_ALREADY_BOUND;LOG_DAEMON;Undefined;2;Dynamic configuration session id already bound to an interface in ipv6 ra;Undefined
RPD_RA_DYN_CFG_INVALID_STMT;LOG_DAEMON;Undefined;2;Dynamic configuration instantiation request rejected due to invalid statement;Undefined
RPD_RA_DYN_CFG_SES_ID_ADD_FAIL;LOG_DAEMON;Undefined;2;Failed to add dynamic configuration session id for ipv6 ra;Undefined
RPD_RA_DYN_CFG_SES_ID_MISMATCH;LOG_DAEMON;Undefined;2;Dynamic configuration instantiation request for ipv6 ra rejected due to session id mismatch;Undefined
RPD_RDISC_CKSUM;LOG_DAEMON;Undefined;3;Router discovery solicitation message had invalid checksum;Undefined
RPD_RDISC_NOMULTI;LOG_DAEMON;Undefined;3;Router discovery was not enabled on interface without multicast;Undefined
RPD_RDISC_NORECVIF;LOG_DAEMON;Undefined;3;Router discovery solicitation from host on other network was ignored;Undefined
RPD_RDISC_SOLICITADDR;LOG_DAEMON;Undefined;3;Router discovery solicitation not directed to expected multicast address;Undefined
RPD_RDISC_SOLICITICMP;LOG_DAEMON;Undefined;3;Router discovery solicitation had invalid ICMP code;Undefined
RPD_RDISC_SOLICITLEN;LOG_DAEMON;Undefined;3;Router discovery solicitation is too short;Undefined
RPD_RIP_AUTH_ACK;LOG_DAEMON;Undefined;4;RIP authentication failed for ack message;Undefined
RPD_RIP_AUTH_REQUEST;LOG_DAEMON;Undefined;4;RIP authentication failed for request message;Undefined
RPD_RIP_AUTH_UPDATE;LOG_DAEMON;Undefined;4;RIP authentication failed for update message;Undefined
RPD_RIP_JOIN_BROADCAST;LOG_DAEMON;Undefined;2;RIP broadcast address could not be obtained;Undefined
RPD_RIP_JOIN_MULTICAST;LOG_DAEMON;Undefined;2;Attempt to join RIP multicast group failed;Undefined
RPD_RSVP_BACKUP_DOWN;LOG_DAEMON;Undefined;3;Backup LSP failed;Undefined
RPD_RSVP_BYPASS_DOWN;LOG_DAEMON;Undefined;3;RSVP link-protection bypass was terminated;Undefined
RPD_RSVP_BYPASS_UP;LOG_DAEMON;Undefined;3;RSVP link-protection bypass was established;Undefined
RPD_RSVP_COS_CFG_WARN;ANY;Undefined;3;Error in RSVP CoS configuration;Undefined
RPD_RSVP_INCORRECT_FLOWSPEC;LOG_DAEMON;Undefined;4;Flowspec in Resv message having less BW than TSPEC in Path message;Undefined
RPD_RSVP_LSP_SWITCH;LOG_DAEMON;Undefined;4;RSVP switched LSP to backup;Undefined
RPD_RSVP_MAXIMUM_SESSIONS;LOG_DAEMON;Undefined;3;Limit on number of RSVP sessions was reached;Undefined
RPD_RT_CFG_BR_CONFLICT;ANY;Undefined;3;Conflict between backup-router and static route;Undefined
RPD_RT_CFG_CREATE_ENTRY_FAILED;LOG_DAEMON;Undefined;2;RT failed to create configuration entry;Undefined
RPD_RT_CFG_INVALID_VALUE;LOG_DAEMON;Undefined;2;Configuration object contained an invalid value;Undefined
RPD_RT_CFG_TABLE_NON_MATCHING;LOG_DAEMON;Undefined;2;Rib under rouing-options is non-matching with parent instance;Undefined
RPD_RT_DUPLICATE_RD;LOG_DAEMON;Undefined;2;Duplicate route-distinguisher assigned to this routing instance;Undefined
RPD_RT_DYN_CFG_INST_NOT_FOUND;LOG_DAEMON;Undefined;2;Routing instance under dynamic-profile not found;Undefined
RPD_RT_DYN_CFG_TABLE_NOT_FOUND;LOG_DAEMON;Undefined;2;Routing table not found in dynamic config request context;Undefined
RPD_RT_IFUP;LOG_DAEMON;Undefined;3;Interface route changed to up state;Undefined
RPD_RT_INST_CFG_RESERVED_NAME;LOG_DAEMON;Undefined;2;Reserved instance name used under routing-instances;Undefined
RPD_RT_INST_IMPORT_PLCY_WARNING;ANY;Undefined;3;Conflict detected in 'instance-import' policy;Undefined
RPD_RT_PATH_LIMIT_BELOW;LOG_DAEMON;Undefined;3;Number of paths in table went below limit;Undefined
RPD_RT_PATH_LIMIT_REACHED;LOG_DAEMON;Undefined;2;Number of paths in table reached limit;Undefined
RPD_RT_PATH_LIMIT_WARNING;LOG_DAEMON;Undefined;3;Number of paths in table reached warning threshold;Undefined
RPD_RT_PREFIX_LIMIT_BELOW;LOG_DAEMON;Undefined;3;Number of prefixes in table went below limit;Undefined
RPD_RT_PREFIX_LIMIT_REACHED;LOG_DAEMON;Undefined;2;Number of prefixes in table reached limit;Undefined
RPD_RT_PREFIX_LIMIT_WARNING;LOG_DAEMON;Undefined;3;Number of prefixes in table reached warning threshold;Undefined
RPD_RT_SHOWMODE;LOG_DAEMON;Undefined;2;Invalid display mode specified in 'show route' command;Undefined
RPD_RT_TAG_ID_ALLOC_FAILED;LOG_DAEMON;Undefined;2;Limit on label or subunit allocation exceeded;Undefined
RPD_RV_SESSIONDOWN;LOG_DAEMON;Undefined;4;Route validation session was terminated;Undefined
RPD_SCHED_CALLBACK_LONGRUNTIME;LOG_DAEMON;Undefined;3;Function ran for excessive period of time;Undefined
RPD_SCHED_CUMULATIVE_LONGRUNTIME;LOG_DAEMON;Undefined;3;Set of functions ran for excessive period of time;Undefined
RPD_SCHED_MODULE_LONGRUNTIME;LOG_DAEMON;Undefined;3;Set of functions ran for excessive period of time;Undefined
RPD_SCHED_TASK_LONGRUNTIME;LOG_DAEMON;Undefined;3;Task callback ran for excessive period of time;Undefined
RPD_SIGNAL_TERMINATE;LOG_DAEMON;Undefined;4;Termination request received;Undefined
RPD_SNMP_CONN_PROG;LOG_DAEMON;Undefined;4;SNMP connection error occurred;Undefined
RPD_SNMP_CONN_QUIT;LOG_DAEMON;Undefined;2;rpd could not connect to SNMP agent;Undefined
RPD_SNMP_CONN_RETRY;LOG_DAEMON;Undefined;2;rpd reattempted to connect to SNMP agent;Undefined
RPD_SNMP_INVALID_SOCKET;LOG_DAEMON;Undefined;2;Socket for SNMP agent was invalid;Undefined
RPD_SNMP_SOCKOPT_BLOCK;LOG_DAEMON;Undefined;2;rpd could not set socket to nonblocking mode;Undefined
RPD_SNMP_SOCKOPT_RECVBUF;LOG_DAEMON;Undefined;2;rpd could not set receive buffer size;Undefined
RPD_SNMP_SOCKOPT_SENDBUF;LOG_DAEMON;Undefined;2;rpd could not set send buffer size;Undefined
RPD_START;LOG_DAEMON;Undefined;4;rpd started;Undefined
RPD_SYSTEM;LOG_DAEMON;Undefined;2;System call failed;Undefined
RPD_TASK_BEGIN;LOG_DAEMON;Undefined;4;rpd started;Undefined
RPD_TASK_CHILDKILLED;LOG_DAEMON;Undefined;2;Signal terminated child of rpd;Undefined
RPD_TASK_CHILDSTOPPED;LOG_DAEMON;Undefined;2;Signal stopped child of rpd;Undefined
RPD_TASK_DYN_REINIT;LOG_DAEMON;Undefined;4;rpd reinitialized on dynamic-db commit;Undefined
RPD_TASK_GETWD;LOG_DAEMON;Undefined;2;getwd() system call failed;Undefined
RPD_TASK_MASTERSHIP;LOG_DAEMON;Undefined;4;rpd assumed mastership;Undefined
RPD_TASK_NOREINIT;LOG_DAEMON;Undefined;2;rpd could not reinitialize as requested;Undefined
RPD_TASK_PIDCLOSED;LOG_DAEMON;Undefined;2;rpd could not close and remove PID file;Undefined
RPD_TASK_PIDFLOCK;LOG_DAEMON;Undefined;2;rpd could not lock PID file;Undefined
RPD_TASK_PIDWRITE;LOG_DAEMON;Undefined;2;rpd could not write to PID file;Undefined
RPD_TASK_REINIT;LOG_DAEMON;Undefined;4;rpd reinitialized;Undefined
RPD_TASK_SIGNALIGNORE;LOG_DAEMON;Undefined;2;Configuration of signal handling failed;Undefined
RPD_TERMINATE_DISK_SPACE;LOG_DAEMON;Undefined;2;rpd could not write to disk because disk is full;Undefined
RPD_TRACE_FAILED;LOG_DAEMON;Undefined;2;rpd could not write to trace file;Undefined
RPD_VPLS_CW_NOT_SUPPORTED;LOG_DAEMON;Undefined;3;Control-word for VPLS not supported for this platform;Undefined
RPD_VPLS_INTF_NOT_IN_SITE;ANY;Undefined;3;Some interfaces are not configured under site;Undefined
RTLOG_JLOG_TEST;LOG_PFE;Undefined;4;For testing JSF Log plugin registration;Undefined
RTLOG_UTP_TCP_SYN_FLOOD;LOG_PFE;Undefined;2;Security LOG UTP fake TCP SYN flood;Undefined
RTLOG_UTP_TCP_SYN_FLOOD_LS;LOG_PFE;Undefined;2;Security LOG UTP fake TCP SYN flood with Lsys name;Undefined
RTPERF_CPU_USAGE_OK;LOG_PFE;Undefined;4;PFE cpu usage returns to normal.;Undefined
RT_FLOW_SESSION_CLOSE;LOG_USER;Undefined;4;Session close;Undefined
RT_FLOW_SESSION_CLOSE_LS;LOG_USER;Undefined;4;Session close;Undefined
RT_FLOW_SESSION_CREATE;LOG_USER;Undefined;4;Session creation;Undefined
RT_FLOW_SESSION_CREATE_LS;LOG_USER;Undefined;4;Session creation;Undefined
RT_FLOW_SESSION_DENY;LOG_USER;Undefined;4;Session deny;Undefined
RT_FLOW_SESSION_DENY_LS;LOG_USER;Undefined;4;Session deny;Undefined
RT_SCREEN_ICMP;LOG_PFE;Undefined;2;ICMP attack;Undefined
RT_SCREEN_ICMP_LS;LOG_PFE;Undefined;2;ICMP attack;Undefined
RT_SCREEN_IP;LOG_PFE;Undefined;2;IP attack;Undefined
RT_SCREEN_IP_LS;LOG_PFE;Undefined;2;IP attack;Undefined
RT_SCREEN_SESSION_LIMIT;LOG_PFE;Undefined;2;Session limit;Undefined
RT_SCREEN_SESSION_LIMIT_LS;LOG_PFE;Undefined;2;Session limit;Undefined
RT_SCREEN_TCP_DST_IP;LOG_PFE;Undefined;2;TCP destination IP attack;Undefined
RT_SCREEN_TCP_DST_IP_LS;LOG_PFE;Undefined;2;TCP destination IP attack;Undefined
RT_SCREEN_TCP_LS;LOG_PFE;Undefined;2;TCP attack;Undefined
RT_SCREEN_TCP_SRC_IP;LOG_PFE;Undefined;2;TCP source IP attack;Undefined
RT_SCREEN_TCP_SRC_IP_LS;LOG_PFE;Undefined;2;TCP source IP attack;Undefined
RT_SCREEN_UDP_LS;LOG_PFE;Undefined;2;UDP attack;Undefined
RT_SCREEN_WHITE_LIST;LOG_PFE;Undefined;4;Screen white list;Undefined
RT_SCREEN_WHITE_LIST_LS;LOG_PFE;Undefined;4;Screen white list;Undefined
SYSTEM_ABNORMAL_SHUTDOWN;LOG_DAEMON;Undefined;4;The system was shut down abnormally;Undefined
SYSTEM_OPERATIONAL;LOG_DAEMON;Undefined;4;The system is operational and security logging has started;Undefined
SYSTEM_SHUTDOWN;LOG_DAEMON;Undefined;4;The system was shut down or rebooted;Undefined
VCCPD_KNL_VERSION;LOG_DAEMON;Undefined;2;Routing socket version unsupported by kernel;Undefined
VCCPD_KNL_VERSIONNONE;LOG_DAEMON;Undefined;2;Routing socket message type unsupported by kernel;Undefined
VCCPD_KNL_VERSIONOLD;LOG_DAEMON;Undefined;2;Routing socket message type versions differed for kernel and VCCPD;Undefined
VCCPD_PROTOCOL_ADJDOWN;LOG_DAEMON;Undefined;4;Virtual chassis adjacency was terminated;Undefined
VCCPD_PROTOCOL_ADJUP;LOG_DAEMON;Undefined;4;Virtual chassis adjacency was established;Undefined
VCCPD_SYSTEM;LOG_DAEMON;Undefined;2;System call failed;Undefined
VRRPD_AUTH_INFO_INVALID;LOG_DAEMON;Undefined;3;Authentication information in VRRP packet was invalid;Undefined
VRRPD_GET_TRAP_HEADER_FAILED;LOG_DAEMON;Undefined;2;vrrpd could not obtain SNMP trap header;Undefined
VRRPD_LINK_LOCAL_ADD_MISMATCH;LOG_DAEMON;Undefined;2;Link local address was incorrect;Undefined
VRRPD_NEW_BACKUP;LOG_DAEMON;Undefined;3;Interface became VRRP backup;Undefined
VRRPD_NEW_MASTER;LOG_DAEMON;Undefined;3;Interface became VRRP master;Undefined
VRRPD_V3_PROTO_ERROR;LOG_DAEMON;Undefined;3;Protocol error in VRRP packet;Undefined
VRRPD_VIP_COUNT_MISMATCH;LOG_DAEMON;Undefined;2;Number of virtual IP addresses was invalid;Undefined
